frame,time,x,y,area,x to arena,y to arena,measure,in trakcing roi
1138,36.641,1000.47,221.03,10072.50,nan,nan,nan,False
1139,36.673,1001.08,221.42,9989.00,nan,nan,nan,False
1140,36.707,1001.10,221.12,10221.50,nan,nan,nan,False
1141,36.741,1001.75,220.99,10312.50,nan,nan,nan,False
1142,36.774,1001.46,221.41,10027.00,nan,nan,nan,False
1143,36.805,1002.31,221.17,10152.50,nan,nan,nan,False
1144,36.839,1002.58,221.20,10215.50,nan,nan,nan,False
1145,36.871,1002.22,221.20,10097.50,nan,nan,nan,False
1146,36.905,1002.66,220.73,10332.00,nan,nan,nan,False
1147,36.937,1002.80,221.08,10007.50,nan,nan,nan,False
1148,36.967,1002.27,221.09,9895.00,nan,nan,nan,False
1149,36.997,1002.61,220.64,10098.50,nan,nan,nan,False
1150,37.027,1003.49,220.40,10182.00,nan,nan,nan,False
1151,37.059,1003.68,220.34,10103.00,nan,nan,nan,False
1152,37.089,1003.36,220.03,9966.50,nan,nan,nan,False
1153,37.118,1003.20,220.26,9953.50,nan,nan,nan,False
1154,37.147,1003.57,219.73,9900.00,nan,nan,nan,False
1155,37.176,1003.98,219.54,9915.00,nan,nan,nan,False
1156,37.210,1004.26,219.90,10126.00,nan,nan,nan,False
1157,37.244,1004.00,219.90,10032.00,nan,nan,nan,False
1158,37.277,1003.36,220.29,9864.00,nan,nan,nan,False
1159,37.312,1003.64,219.73,9872.00,nan,nan,nan,False
1160,37.343,1004.13,219.84,9808.00,nan,nan,nan,False
1161,37.377,1004.60,219.05,10158.00,nan,nan,nan,False
1162,37.409,1004.17,219.91,9965.50,nan,nan,nan,False
1163,37.442,1003.90,219.60,9828.00,nan,nan,nan,False
1164,37.475,1003.84,219.44,9876.00,nan,nan,nan,False
1165,37.508,1003.21,219.60,9840.50,nan,nan,nan,False
1166,37.543,1003.74,219.51,10034.00,nan,nan,nan,False
1167,37.578,1003.76,219.81,9835.50,nan,nan,nan,False
1168,37.612,1003.83,219.59,9818.50,nan,nan,nan,False
1169,37.642,1003.88,219.38,9807.00,nan,nan,nan,False
1170,37.675,1003.96,219.43,9939.50,nan,nan,nan,False
1171,37.710,1003.82,219.04,10050.00,nan,nan,nan,False
1172,37.743,1003.92,219.20,9808.50,nan,nan,nan,False
1173,37.779,1003.59,219.63,9705.50,nan,nan,nan,False
1174,37.812,1003.45,219.25,9798.00,nan,nan,nan,False
1175,37.843,1003.61,219.33,9801.50,nan,nan,nan,False
1176,37.877,1003.27,219.38,10058.00,nan,nan,nan,False
1177,37.909,1003.19,219.54,10005.50,nan,nan,nan,False
1178,37.942,1003.22,219.54,9908.00,nan,nan,nan,False
1179,37.976,1003.12,219.21,9797.00,nan,nan,nan,False
1180,38.010,1003.02,219.10,9828.00,nan,nan,nan,False
1181,38.045,1003.15,219.21,9947.50,nan,nan,nan,False
1182,38.078,1002.70,218.54,9971.00,nan,nan,nan,False
1183,38.109,1002.58,219.16,9785.50,nan,nan,nan,False
1184,38.142,1002.61,219.12,9793.50,nan,nan,nan,False
1185,38.176,1001.92,218.95,9795.00,nan,nan,nan,False
1186,38.211,1001.97,218.31,9908.00,nan,nan,nan,False
1187,38.242,1001.22,218.99,9783.50,nan,nan,nan,False
1188,38.275,1001.37,218.47,9795.00,nan,nan,nan,False
1189,38.308,1001.08,218.38,9931.00,nan,nan,nan,False
1190,38.342,1000.80,218.72,9835.00,nan,nan,nan,False
1191,38.376,1001.07,218.82,9895.50,nan,nan,nan,False
1192,38.409,1000.76,218.72,9879.50,nan,nan,nan,False
1193,38.442,999.91,218.22,9788.50,nan,nan,nan,False
1194,38.475,1000.36,218.12,9835.50,nan,nan,nan,False
1195,38.509,998.94,218.31,9639.00,nan,nan,nan,False
1196,38.544,999.15,218.22,9737.50,nan,nan,nan,False
1197,38.576,998.85,218.52,9651.50,nan,nan,nan,False
1198,38.610,998.11,218.68,9557.50,nan,nan,nan,False
1199,38.645,997.87,218.13,9637.00,nan,nan,nan,False
1200,38.678,996.30,218.69,9470.50,nan,nan,nan,False
1201,38.712,997.01,217.66,9831.00,nan,nan,nan,False
1202,38.743,996.40,218.15,9749.50,nan,nan,nan,False
1203,38.775,995.85,218.55,9590.50,nan,nan,nan,False
1204,38.806,994.78,218.66,9638.50,nan,nan,nan,False
1205,38.835,994.18,218.58,9607.00,nan,nan,nan,False
1206,38.866,994.80,218.16,9804.00,nan,nan,nan,False
1207,38.898,993.44,218.56,9539.00,nan,nan,nan,False
1208,38.932,992.99,218.21,9685.00,nan,nan,nan,False
1209,38.963,992.49,218.60,9594.00,nan,nan,nan,False
1210,38.994,991.88,218.42,9574.50,nan,nan,nan,False
1211,39.027,992.11,217.79,9767.50,nan,nan,nan,False
1212,39.060,990.57,218.32,9566.00,nan,nan,nan,False
1213,39.092,989.74,218.73,9569.50,nan,nan,nan,False
1214,39.125,989.52,218.43,9678.50,nan,nan,nan,False
1215,39.157,988.84,218.79,9591.50,nan,nan,nan,False
1216,39.192,988.64,218.91,9804.00,nan,nan,nan,False
1217,39.226,988.12,219.35,9585.50,nan,nan,nan,False
1218,39.259,987.67,219.61,9682.50,nan,nan,nan,False
1219,39.292,986.78,220.00,9571.50,nan,nan,nan,False
1220,39.327,985.43,219.97,9412.00,nan,nan,nan,False
1221,39.361,986.02,219.85,9794.00,nan,nan,nan,False
1222,39.392,984.49,219.77,9529.50,nan,nan,nan,False
1223,39.426,984.12,219.99,9564.50,nan,nan,nan,False
1224,39.459,983.66,220.22,9607.50,nan,nan,nan,False
1225,39.492,983.03,220.32,9599.50,nan,nan,nan,False
1226,39.527,983.29,220.30,9769.00,nan,nan,nan,False
1227,39.560,981.84,220.61,9485.00,nan,nan,nan,False
1228,39.593,981.13,221.01,9595.00,nan,nan,nan,False
1229,39.625,980.34,221.47,9601.50,nan,nan,nan,False
1230,39.658,979.15,221.64,9499.00,nan,nan,nan,False
1231,39.692,979.27,222.39,9719.00,nan,nan,nan,False
1232,39.725,977.79,222.62,9633.00,nan,nan,nan,False
1233,39.758,977.17,222.22,9578.50,nan,nan,nan,False
1234,39.792,976.14,222.53,9519.00,nan,nan,nan,False
1235,39.825,975.96,222.89,9576.00,nan,nan,nan,False
1236,39.859,975.65,222.86,9769.00,nan,nan,nan,False
1237,39.892,974.68,223.25,9550.50,nan,nan,nan,False
1238,39.926,973.87,223.59,9585.00,nan,nan,nan,False
1239,39.959,973.14,223.94,9514.00,nan,nan,nan,False
1240,39.992,972.55,224.12,9512.00,nan,nan,nan,False
1241,40.026,971.41,223.77,9748.00,nan,nan,nan,False
1242,40.060,970.38,224.24,9569.50,nan,nan,nan,False
1243,40.093,970.03,224.99,9537.50,nan,nan,nan,False
1244,40.127,973.23,224.33,9462.50,nan,nan,nan,False
1245,40.161,981.74,222.19,9460.50,nan,nan,nan,False
1246,40.194,984.10,222.15,9610.50,nan,nan,nan,False
1247,40.226,988.59,220.38,9487.00,nan,nan,nan,False
1248,40.259,990.55,219.39,9439.00,nan,nan,nan,False
1249,40.292,989.49,219.03,9440.00,nan,nan,nan,False
1250,40.327,989.57,219.25,9457.50,nan,nan,nan,False
1251,40.359,989.47,219.08,9621.00,nan,nan,nan,False
1252,40.393,988.49,219.63,9349.00,nan,nan,nan,False
1253,40.426,987.89,219.42,9475.00,nan,nan,nan,False
1254,40.459,987.00,219.21,9431.00,nan,nan,nan,False
1255,40.492,985.80,219.57,9473.50,nan,nan,nan,False
1256,40.527,985.62,219.07,9759.50,nan,nan,nan,False
1257,40.560,984.26,219.25,9526.00,nan,nan,nan,False
1258,40.594,982.92,219.67,9404.00,nan,nan,nan,False
1259,40.628,981.70,220.31,9471.00,nan,nan,nan,False
1260,40.662,980.19,220.51,9408.50,nan,nan,nan,False
1261,40.697,980.11,220.43,9578.50,nan,nan,nan,False
1262,40.727,978.35,221.05,9434.00,nan,nan,nan,False
1263,40.756,977.13,221.75,9409.50,nan,nan,nan,False
1264,40.785,976.63,221.84,9470.00,nan,nan,nan,False
1265,40.813,975.36,222.36,9468.00,nan,nan,nan,False
1266,40.844,975.05,222.48,9587.00,nan,nan,nan,False
1267,40.877,973.83,222.58,9476.00,nan,nan,nan,False
1268,40.910,972.28,223.27,9444.50,nan,nan,nan,False
1269,40.943,970.80,223.36,9510.50,nan,nan,nan,False
1270,40.976,970.44,223.85,9525.00,nan,nan,nan,False
1271,41.034,969.82,223.63,9606.00,nan,nan,nan,False
1272,41.068,968.49,224.58,9409.50,nan,nan,nan,False
1273,41.098,967.83,225.11,9337.50,nan,nan,nan,False
1274,41.128,966.86,225.10,9276.50,nan,nan,nan,False
1275,41.161,975.11,225.52,9424.50,nan,nan,nan,False
1276,41.197,979.79,222.79,9577.00,nan,nan,nan,False
1277,41.228,986.92,220.42,9426.00,nan,nan,nan,False
1278,41.256,991.46,219.89,9360.00,nan,nan,nan,False
1279,41.287,993.14,218.77,9653.00,nan,nan,nan,False
1280,41.319,991.27,218.81,9408.50,nan,nan,nan,False
1281,41.355,991.16,219.29,9572.50,nan,nan,nan,False
1282,41.383,990.27,219.11,9371.00,nan,nan,nan,False
1283,41.415,989.15,219.42,9438.50,nan,nan,nan,False
1284,41.444,988.32,219.28,9520.00,nan,nan,nan,False
1285,41.476,986.15,220.15,9498.00,nan,nan,nan,False
1286,41.510,984.98,220.81,8798.50,nan,nan,nan,False
1287,41.543,984.01,220.00,9473.50,nan,nan,nan,False
1288,41.576,982.62,220.13,9486.00,nan,nan,nan,False
1289,41.610,981.14,220.50,9594.50,nan,nan,nan,False
1290,41.643,980.06,220.65,9520.50,nan,nan,nan,False
1291,41.680,978.81,221.11,8865.00,nan,nan,nan,False
1292,41.715,977.73,221.26,9420.00,nan,nan,nan,False
1293,41.748,976.63,221.73,9492.50,nan,nan,nan,False
1294,41.778,974.68,222.62,9434.50,nan,nan,nan,False
1295,41.809,973.89,223.01,9388.00,nan,nan,nan,False
1296,41.843,973.01,222.95,9608.50,nan,nan,nan,False
1297,41.874,971.27,223.03,9393.00,nan,nan,nan,False
1298,41.903,969.16,224.94,9343.50,nan,nan,nan,False
1299,41.933,971.23,225.10,9363.00,nan,nan,nan,False
1300,41.961,981.64,222.01,9261.00,nan,nan,nan,False
1301,41.993,986.33,220.63,9442.00,nan,nan,nan,False
1302,42.026,991.43,218.38,9400.00,nan,nan,nan,False
1303,42.059,994.60,218.29,9376.00,nan,nan,nan,False
1304,42.093,994.82,218.29,9401.50,nan,nan,nan,False
1305,42.127,994.00,218.12,9394.50,nan,nan,nan,False
1306,42.161,993.51,217.66,9478.00,nan,nan,nan,False
1307,42.192,991.52,217.97,9372.00,nan,nan,nan,False
1308,42.224,990.50,218.64,9219.50,nan,nan,nan,False
1309,42.253,989.03,218.56,9265.00,nan,nan,nan,False
1310,42.283,987.74,218.59,9248.50,nan,nan,nan,False
1311,42.313,985.77,218.86,8675.00,nan,nan,nan,False
1312,42.343,985.46,218.91,9340.00,nan,nan,nan,False
1313,42.377,983.60,219.12,9334.00,nan,nan,nan,False
1314,42.409,981.81,219.41,9207.50,nan,nan,nan,False
1315,42.438,979.60,219.59,9163.50,nan,nan,nan,False
1316,42.472,979.08,219.57,9419.00,nan,nan,nan,False
1317,42.501,977.85,219.81,9204.00,nan,nan,nan,False
1318,42.534,976.34,220.43,9176.00,nan,nan,nan,False
1319,42.567,975.54,220.75,9406.00,nan,nan,nan,False
1320,42.596,973.81,221.31,9199.00,nan,nan,nan,False
1321,42.628,973.58,221.78,9512.00,nan,nan,nan,False
1322,42.663,971.47,221.86,9259.50,nan,nan,nan,False
1323,42.692,970.44,222.29,9331.50,nan,nan,nan,False
1324,42.721,969.94,222.43,9318.50,nan,nan,nan,False
1325,42.752,971.64,222.39,9271.00,nan,nan,nan,False
1326,42.781,978.16,222.67,8643.00,nan,nan,nan,False
1327,42.810,987.86,217.87,9205.50,nan,nan,nan,False
1328,42.839,992.42,217.61,9185.50,nan,nan,nan,False
1329,42.870,994.12,217.66,9090.50,nan,nan,nan,False
1330,42.899,994.55,217.18,9115.00,nan,nan,nan,False
1331,42.929,993.60,217.44,8591.00,nan,nan,nan,False
1332,42.962,993.33,216.72,9214.50,nan,nan,nan,False
1333,42.992,992.17,216.87,9310.00,nan,nan,nan,False
1334,43.024,990.51,216.61,9186.50,nan,nan,nan,False
1335,43.059,989.50,217.29,9294.50,nan,nan,nan,False
1336,43.093,987.15,218.13,8485.50,nan,nan,nan,False
1337,43.123,987.73,217.25,9297.00,nan,nan,nan,False
1338,43.154,985.40,218.42,9232.00,nan,nan,nan,False
1339,43.186,984.19,218.58,9213.00,nan,nan,nan,False
1340,43.221,983.05,218.74,9244.00,nan,nan,nan,False
1341,43.252,981.68,219.34,8700.50,nan,nan,nan,False
1342,43.285,981.70,219.01,9314.50,nan,nan,nan,False
1343,43.314,979.46,219.33,9216.00,nan,nan,nan,False
1344,43.343,978.48,219.63,9254.00,nan,nan,nan,False
1345,43.376,977.69,219.98,9320.50,nan,nan,nan,False
1346,43.414,976.90,220.11,9375.00,nan,nan,nan,False
1347,43.443,975.55,220.34,9253.00,nan,nan,nan,False
1348,43.476,974.79,220.69,9305.00,nan,nan,nan,False
1349,43.505,973.63,221.27,9316.00,nan,nan,nan,False
1350,43.533,972.75,221.71,9214.00,nan,nan,nan,False
1351,43.565,971.64,222.35,9372.00,nan,nan,nan,False
1352,43.599,971.45,222.34,9286.00,nan,nan,nan,False
1353,43.629,970.51,222.31,9282.00,nan,nan,nan,False
1354,43.661,969.55,222.96,9320.00,nan,nan,nan,False
1355,43.693,968.60,223.30,9333.50,nan,nan,nan,False
1356,43.727,968.43,223.17,9435.00,nan,nan,nan,False
1357,43.762,967.94,223.88,9233.50,nan,nan,nan,False
1358,43.793,970.51,223.88,9112.00,nan,nan,nan,False
1359,43.826,981.81,222.02,9178.00,nan,nan,nan,False
1360,43.856,989.04,219.73,9178.00,nan,nan,nan,False
1361,43.887,990.40,219.25,8600.50,nan,nan,nan,False
1362,43.917,994.08,218.05,9232.00,nan,nan,nan,False
1363,43.946,994.79,218.09,9224.00,nan,nan,nan,False
1364,43.978,994.26,217.79,9285.50,nan,nan,nan,False
1365,44.009,994.05,217.86,9326.00,nan,nan,nan,False
1366,44.041,993.54,217.61,9488.00,nan,nan,nan,False
1367,44.073,992.93,217.98,9179.00,nan,nan,nan,False
1368,44.102,992.29,217.74,9299.50,nan,nan,nan,False
1369,44.133,991.22,217.61,9244.00,nan,nan,nan,False
1370,44.166,990.96,217.76,9232.50,nan,nan,nan,False
1371,44.201,989.48,218.91,8682.50,nan,nan,nan,False
1372,44.231,989.87,217.44,9304.00,nan,nan,nan,False
1373,44.260,989.42,217.69,9422.00,nan,nan,nan,False
1374,44.296,987.53,217.99,8574.00,nan,nan,nan,False
1375,44.328,988.12,217.32,9296.50,nan,nan,nan,False
1376,44.362,986.58,218.21,8551.50,nan,nan,nan,False
1377,44.394,987.67,217.29,9474.50,nan,nan,nan,False
1378,44.426,985.47,218.29,8545.50,nan,nan,nan,False
1379,44.456,986.20,218.04,9195.50,nan,nan,nan,False
1380,44.490,985.99,217.99,9154.50,nan,nan,nan,False
1381,44.526,984.84,218.34,8661.00,nan,nan,nan,False
1382,44.554,985.36,217.77,9273.50,nan,nan,nan,False
1383,44.586,985.15,217.79,9291.50,nan,nan,nan,False
1384,44.615,984.92,218.05,9306.00,nan,nan,nan,False
1385,44.647,984.44,218.31,9306.00,nan,nan,nan,False
1386,44.678,983.49,218.76,8751.50,nan,nan,nan,False
1387,44.710,983.75,218.25,9253.00,nan,nan,nan,False
1388,44.742,984.21,218.09,9195.50,nan,nan,nan,False
1389,44.770,984.07,218.18,9268.00,nan,nan,nan,False
1390,44.804,983.42,218.43,9199.50,nan,nan,nan,False
1391,44.835,982.38,219.09,8561.00,nan,nan,nan,False
1392,44.865,983.61,218.08,9299.00,nan,nan,nan,False
1393,44.896,983.50,217.97,9233.00,nan,nan,nan,False
1394,44.927,983.02,218.93,9154.50,nan,nan,nan,False
1395,44.960,983.35,218.54,9243.50,nan,nan,nan,False
1396,44.993,981.81,218.73,8655.50,nan,nan,nan,False
1397,45.021,983.20,218.59,9190.50,nan,nan,nan,False
1398,45.050,983.67,218.38,9326.50,nan,nan,nan,False
1399,45.079,983.09,218.23,9265.00,nan,nan,nan,False
1400,45.108,983.41,218.63,9186.50,nan,nan,nan,False
1401,45.139,981.86,219.49,8643.50,nan,nan,nan,False
1402,45.168,983.19,218.26,9252.50,nan,nan,nan,False
1403,45.197,983.27,218.40,9253.00,nan,nan,nan,False
1404,45.226,983.31,218.91,9223.00,nan,nan,nan,False
1405,45.258,983.31,218.40,9279.00,nan,nan,nan,False
1406,45.289,983.34,218.40,9327.50,nan,nan,nan,False
1407,45.318,983.39,218.43,9198.50,nan,nan,nan,False
1408,45.347,983.51,218.75,9247.50,nan,nan,nan,False
1409,45.379,983.32,218.97,9196.50,nan,nan,nan,False
1410,45.408,983.35,218.94,9193.00,nan,nan,nan,False
1411,45.440,984.08,218.42,9468.50,nan,nan,nan,False
1412,45.471,984.43,218.80,9326.50,nan,nan,nan,False
1413,45.501,984.60,218.97,9356.50,nan,nan,nan,False
1414,45.530,984.55,218.94,9371.50,nan,nan,nan,False
1415,45.564,984.96,218.78,9292.50,nan,nan,nan,False
1416,45.597,984.84,219.06,9330.00,nan,nan,nan,False
1417,45.633,984.95,219.21,9188.00,nan,nan,nan,False
1418,45.663,985.10,218.97,9314.50,nan,nan,nan,False
1419,45.694,985.37,219.03,9267.00,nan,nan,nan,False
1420,45.726,984.95,218.93,9298.50,nan,nan,nan,False
1421,45.756,985.15,218.90,9365.50,nan,nan,nan,False
1422,45.788,985.80,219.21,9206.50,nan,nan,nan,False
1423,45.821,985.54,219.21,9263.50,nan,nan,nan,False
1424,45.851,985.94,219.26,9210.00,nan,nan,nan,False
1425,45.880,986.02,219.37,9142.00,nan,nan,nan,False
1426,45.912,986.70,219.26,9413.00,nan,nan,nan,False
1427,45.942,985.76,220.57,9273.00,nan,nan,nan,False
1428,45.971,985.56,221.10,9322.50,nan,nan,nan,False
1429,46.000,986.78,221.47,9354.50,nan,nan,nan,False
1430,46.031,987.78,221.50,9235.50,nan,nan,nan,False
1431,46.066,988.77,221.28,9394.50,nan,nan,nan,False
1432,46.098,988.52,221.20,9317.50,nan,nan,nan,False
1433,46.130,989.00,221.11,9345.00,nan,nan,nan,False
1434,46.165,988.95,221.15,9189.00,nan,nan,nan,False
1435,46.196,990.29,221.56,9407.50,nan,nan,nan,False
1436,46.229,990.32,221.52,9488.00,nan,nan,nan,False
1437,46.262,990.78,221.23,9399.50,nan,nan,nan,False
1438,46.294,990.71,221.37,9275.50,nan,nan,nan,False
1439,46.325,991.06,221.40,9319.50,nan,nan,nan,False
1440,46.354,991.01,221.41,9243.00,nan,nan,nan,False
1441,46.388,992.14,221.34,9510.50,nan,nan,nan,False
1442,46.419,992.87,221.08,9398.50,nan,nan,nan,False
1443,46.449,993.76,221.36,9332.50,nan,nan,nan,False
1444,46.478,995.26,221.07,9419.00,nan,nan,nan,False
1445,46.511,995.55,221.25,9411.50,nan,nan,nan,False
1446,46.547,996.19,221.56,9616.50,nan,nan,nan,False
1447,46.579,996.50,221.39,9387.00,nan,nan,nan,False
1448,46.609,997.24,221.65,9367.00,nan,nan,nan,False
1449,46.637,997.93,221.65,9426.50,nan,nan,nan,False
1450,46.669,998.76,221.51,9473.50,nan,nan,nan,False
1451,46.701,999.35,221.01,9623.00,nan,nan,nan,False
1452,46.734,1000.13,221.79,9483.00,nan,nan,nan,False
1453,46.769,1000.21,222.20,9390.00,nan,nan,nan,False
1454,46.804,1001.34,221.99,9518.50,nan,nan,nan,False
1455,46.834,1002.57,222.61,9508.50,nan,nan,nan,False
1456,46.866,1002.73,222.29,9748.50,nan,nan,nan,False
1457,46.895,1003.08,222.36,9392.50,nan,nan,nan,False
1458,46.929,1004.12,223.00,9358.50,nan,nan,nan,False
1459,46.964,1004.95,223.34,9398.50,nan,nan,nan,False
1460,46.997,1006.15,223.42,9429.50,nan,nan,nan,False
1461,47.032,1006.56,222.76,9611.50,nan,nan,nan,False
1462,47.064,1006.80,223.46,9426.50,nan,nan,nan,False
1463,47.095,1013.64,226.67,10379.50,nan,nan,nan,False
1464,47.130,1014.05,227.33,10384.50,nan,nan,nan,False
1465,47.164,1011.86,225.65,9956.50,nan,nan,nan,False
1466,47.200,1016.22,226.52,10585.50,nan,nan,nan,False
1467,47.232,1016.00,226.78,10367.50,nan,nan,nan,False
1468,47.264,1014.34,227.77,9736.00,nan,nan,nan,False
1469,47.295,1015.09,227.15,9824.00,nan,nan,nan,False
1470,47.328,1016.29,226.26,10003.00,nan,nan,nan,False
1471,47.363,1013.82,226.93,10565.50,nan,nan,nan,False
1472,47.396,991.95,224.64,9343.50,nan,nan,nan,False
1473,47.426,987.69,224.41,9170.50,nan,nan,nan,False
1474,47.455,986.36,223.58,9316.50,nan,nan,nan,False
1475,47.484,986.90,222.31,9157.00,nan,nan,nan,False
1476,47.517,988.28,222.43,9370.50,nan,nan,nan,False
1477,47.549,989.30,221.96,9144.50,nan,nan,nan,False
1478,47.582,990.44,222.28,9182.50,nan,nan,nan,False
1479,47.615,991.26,221.60,9217.00,nan,nan,nan,False
1480,47.648,992.78,221.71,9226.50,nan,nan,nan,False
1481,47.684,993.50,221.21,9471.50,nan,nan,nan,False
1482,47.714,995.39,221.22,9374.50,nan,nan,nan,False
1483,47.747,996.72,222.54,9269.00,nan,nan,nan,False
1484,47.785,998.39,221.80,9436.00,nan,nan,nan,False
1485,47.818,1000.48,222.29,9401.50,nan,nan,nan,False
1486,47.851,1000.82,222.69,9601.00,nan,nan,nan,False
1487,47.883,1002.12,222.47,9438.50,nan,nan,nan,False
1488,47.916,1003.59,223.31,9462.50,nan,nan,nan,False
1489,47.950,1004.65,223.18,9323.00,nan,nan,nan,False
1490,47.980,1005.85,222.86,9392.50,nan,nan,nan,False
1491,48.014,1014.74,226.40,10891.00,nan,nan,nan,False
1492,48.048,1014.27,226.85,10254.50,nan,nan,nan,False
1493,48.081,1015.67,227.50,10269.50,nan,nan,nan,False
1494,48.114,1015.61,226.80,9832.00,nan,nan,nan,False
1495,48.147,1017.14,227.19,9881.50,nan,nan,nan,False
1496,48.180,1018.85,227.12,10354.50,nan,nan,nan,False
1497,48.215,1016.99,227.32,9534.50,nan,nan,nan,False
1498,48.246,1019.25,228.10,9589.50,nan,nan,nan,False
1499,48.279,1019.81,227.60,9610.50,nan,nan,nan,False
1500,48.317,1008.52,229.16,9756.50,nan,nan,nan,False
1501,48.351,1004.95,229.72,10335.50,nan,nan,nan,False
1502,48.383,990.42,223.80,9130.00,nan,nan,nan,False
1503,48.417,984.88,223.56,9014.00,nan,nan,nan,False
1504,48.452,984.64,223.42,9024.50,nan,nan,nan,False
1505,48.483,987.07,221.73,9133.50,nan,nan,nan,False
1506,48.514,987.91,221.49,9280.50,nan,nan,nan,False
1507,48.545,988.78,221.06,9013.00,nan,nan,nan,False
1508,48.576,990.76,220.87,9114.50,nan,nan,nan,False
1509,48.605,992.88,219.83,9134.00,nan,nan,nan,False
1510,48.634,993.91,220.40,9123.00,nan,nan,nan,False
1511,48.664,995.59,220.99,9309.50,nan,nan,nan,False
1512,48.700,996.78,220.40,9159.00,nan,nan,nan,False
1513,48.734,998.52,220.60,9032.00,nan,nan,nan,False
1514,48.768,999.65,220.36,9171.50,nan,nan,nan,False
1515,48.801,1001.52,221.02,9059.00,nan,nan,nan,False
1516,48.835,1002.19,220.36,9389.50,nan,nan,nan,False
1517,48.869,1004.06,221.33,9196.00,nan,nan,nan,False
1518,48.899,1005.02,221.61,9033.00,nan,nan,nan,False
1519,48.929,1010.74,225.11,9962.00,nan,nan,nan,False
1520,48.963,1009.59,226.79,9765.50,nan,nan,nan,False
1521,48.998,1011.27,227.02,10171.00,nan,nan,nan,False
1522,49.031,1009.38,224.32,9533.50,nan,nan,nan,False
1523,49.061,1010.11,225.60,9868.00,nan,nan,nan,False
1524,49.094,989.10,221.71,8987.50,nan,nan,nan,False
1525,49.126,981.38,216.78,8841.50,nan,nan,nan,False
1526,49.157,984.36,215.92,9153.50,nan,nan,nan,False
1527,49.188,983.85,217.17,8693.00,nan,nan,nan,False
1528,49.217,985.10,216.54,8614.50,nan,nan,nan,False
1529,49.246,989.57,216.00,8770.00,nan,nan,nan,False
1530,49.278,991.45,214.97,8844.00,nan,nan,nan,False
1531,49.312,990.46,215.09,8103.00,nan,nan,nan,False
1532,49.345,994.14,213.29,8929.50,nan,nan,nan,False
1533,49.377,996.05,213.64,8867.00,nan,nan,nan,False
1534,49.406,998.21,213.14,8981.00,nan,nan,nan,False
1535,49.440,1000.72,213.92,8865.50,nan,nan,nan,False
1536,49.474,1001.17,213.55,9047.00,nan,nan,nan,False
1537,49.505,1002.63,214.09,8781.00,nan,nan,nan,False
1538,49.535,1005.41,214.42,8844.50,nan,nan,nan,False
1539,49.564,1006.32,214.33,8728.50,nan,nan,nan,False
1540,49.596,1007.84,215.06,8702.50,nan,nan,nan,False
1541,49.631,1007.63,218.29,7489.50,nan,nan,nan,False
1542,49.665,1006.83,218.31,7182.50,nan,nan,nan,False
1543,49.695,1008.58,218.78,6996.50,nan,nan,nan,False
1544,49.732,1008.93,218.82,6992.50,nan,nan,nan,False
1545,49.765,1010.09,219.15,6802.50,nan,nan,nan,False
1546,49.799,1010.51,218.37,7135.50,nan,nan,nan,False
1547,49.831,1011.22,219.02,6743.00,nan,nan,nan,False
1548,49.865,1013.43,221.62,6506.00,nan,nan,nan,False
1549,49.898,995.75,219.38,8848.00,nan,nan,nan,False
1550,49.928,986.40,218.73,8941.50,nan,nan,nan,False
1551,49.961,982.71,220.09,8292.00,nan,nan,nan,False
1552,49.993,981.98,218.49,8934.00,nan,nan,nan,False
1553,50.022,983.00,218.50,8119.50,nan,nan,nan,False
1554,50.051,985.63,217.69,8971.00,nan,nan,nan,False
1555,50.081,986.51,217.57,8823.00,nan,nan,nan,False
1556,50.114,986.10,218.27,8108.00,nan,nan,nan,False
1557,50.146,988.55,217.46,8886.50,nan,nan,nan,False
1558,50.178,989.19,217.89,8903.50,nan,nan,nan,False
1559,50.211,990.91,217.40,8945.50,nan,nan,nan,False
1560,50.250,992.43,217.33,9004.50,nan,nan,nan,False
1561,50.284,992.32,218.11,8305.50,nan,nan,nan,False
1562,50.317,993.97,217.88,8982.50,nan,nan,nan,False
1563,50.347,996.07,218.19,9068.00,nan,nan,nan,False
1564,50.379,996.48,218.44,8995.00,nan,nan,nan,False
1565,50.413,997.49,218.75,9120.50,nan,nan,nan,False
1566,50.448,997.02,219.62,8431.00,nan,nan,nan,False
1567,50.483,998.96,217.88,9274.50,nan,nan,nan,False
1568,50.516,999.61,218.54,9216.50,nan,nan,nan,False
1569,50.546,1000.11,219.54,9146.50,nan,nan,nan,False
1570,50.578,1001.36,218.96,9154.00,nan,nan,nan,False
1571,50.611,1000.80,219.69,8504.50,nan,nan,nan,False
1572,50.643,1003.11,218.98,9269.00,nan,nan,nan,False
1573,50.674,1003.25,219.41,9151.00,nan,nan,nan,False
1574,50.706,1004.59,219.06,9364.50,nan,nan,nan,False
1575,50.737,1004.71,219.93,9156.00,nan,nan,nan,False
1576,50.769,1004.73,220.49,8489.50,nan,nan,nan,False
1577,50.804,1006.93,219.80,9262.50,nan,nan,nan,False
1578,50.834,1006.98,220.26,9306.00,nan,nan,nan,False
1579,50.863,1007.75,220.36,9335.50,nan,nan,nan,False
1580,50.895,1008.10,219.84,9314.50,nan,nan,nan,False
1581,50.928,1006.29,221.20,8285.00,nan,nan,nan,False
1582,50.961,1008.69,220.35,9255.50,nan,nan,nan,False
1583,50.995,1010.08,220.65,9227.00,nan,nan,nan,False
