frame,time,x,y,area,x to arena,y to arena,measure,in trakcing roi
3410,103.047,296.65,250.35,5971.00,nan,nan,nan,False
3411,103.088,297.15,250.51,5868.50,nan,nan,nan,False
3412,103.128,297.26,250.38,5907.50,nan,nan,nan,False
3413,103.177,297.06,250.44,5903.00,nan,nan,nan,False
3414,103.229,296.91,250.49,5922.50,nan,nan,nan,False
3415,103.264,296.70,250.44,6023.00,nan,nan,nan,False
3416,103.300,296.77,250.27,5937.00,nan,nan,nan,False
3417,103.333,297.04,250.49,5877.50,nan,nan,nan,False
3418,103.367,297.22,250.46,5889.50,nan,nan,nan,False
3419,103.409,297.03,250.06,5885.50,nan,nan,nan,False
3420,103.442,296.86,250.53,5996.50,nan,nan,nan,False
3421,103.480,297.36,250.42,5893.00,nan,nan,nan,False
3422,103.514,297.27,250.62,5833.50,nan,nan,nan,False
3423,103.546,297.42,251.02,5817.50,nan,nan,nan,False
3424,103.578,297.88,250.45,5878.50,nan,nan,nan,False
3425,103.611,297.71,250.58,5834.00,nan,nan,nan,False
3426,103.645,297.26,251.07,5855.00,nan,nan,nan,False
3427,103.676,297.75,251.07,5861.00,nan,nan,nan,False
3428,103.709,297.95,251.28,5864.00,nan,nan,nan,False
3429,103.744,297.60,250.98,5807.50,nan,nan,nan,False
3430,103.777,297.76,250.99,5916.00,nan,nan,nan,False
3431,103.815,297.92,251.45,5818.00,nan,nan,nan,False
3432,103.850,297.83,251.05,5824.00,nan,nan,nan,False
3433,103.886,297.86,251.17,5733.50,nan,nan,nan,False
3434,103.920,297.65,250.66,5820.00,nan,nan,nan,False
3435,103.954,297.47,250.72,5874.50,nan,nan,nan,False
3436,103.992,297.72,251.16,5826.00,nan,nan,nan,False
3437,104.024,297.60,251.46,5761.00,nan,nan,nan,False
3438,104.053,297.75,250.91,5827.50,nan,nan,nan,False
3439,104.088,298.08,250.92,5810.50,nan,nan,nan,False
3440,104.124,297.94,251.01,5834.50,nan,nan,nan,False
3441,104.160,297.84,251.67,5800.50,nan,nan,nan,False
3442,104.193,297.78,251.60,5829.50,nan,nan,nan,False
3443,104.226,297.91,251.62,5757.00,nan,nan,nan,False
3444,104.261,298.17,251.63,5771.00,nan,nan,nan,False
3445,104.295,297.89,251.61,5863.50,nan,nan,nan,False
3446,104.332,298.17,251.63,5730.50,nan,nan,nan,False
3447,104.361,298.20,251.78,5738.00,nan,nan,nan,False
3448,104.392,298.14,251.99,5802.00,nan,nan,nan,False
3449,104.424,298.43,251.65,5744.50,nan,nan,nan,False
3450,104.454,298.35,252.19,5860.00,nan,nan,nan,False
3451,104.489,298.08,251.72,5777.50,nan,nan,nan,False
3452,104.517,298.58,251.91,5784.50,nan,nan,nan,False
3453,104.551,298.71,251.96,5811.00,nan,nan,nan,False
3454,104.582,298.57,252.45,5823.50,nan,nan,nan,False
3455,104.609,298.80,252.35,5853.00,nan,nan,nan,False
3456,104.643,299.42,252.26,5821.00,nan,nan,nan,False
3457,104.670,299.22,252.13,5804.50,nan,nan,nan,False
3458,104.702,299.73,252.45,5663.50,nan,nan,nan,False
3459,104.730,299.27,252.04,5745.50,nan,nan,nan,False
3460,104.759,299.46,252.22,5789.50,nan,nan,nan,False
3461,104.790,299.35,251.56,5711.00,nan,nan,nan,False
3462,104.820,299.16,251.87,5794.50,nan,nan,nan,False
3463,104.851,298.55,252.46,5740.50,nan,nan,nan,False
3464,104.880,298.63,252.49,5754.50,nan,nan,nan,False
3465,104.910,298.57,252.78,5829.00,nan,nan,nan,False
3466,104.946,299.12,252.24,5782.00,nan,nan,nan,False
3467,104.974,299.12,251.55,5722.00,nan,nan,nan,False
3468,105.002,299.75,252.08,5745.50,nan,nan,nan,False
3469,105.030,300.11,250.90,5872.00,nan,nan,nan,False
3470,105.059,300.50,251.28,5790.00,nan,nan,nan,False
3471,105.095,300.05,251.57,6117.00,nan,nan,nan,False
3472,105.124,299.92,251.36,5767.00,nan,nan,nan,False
3473,105.153,299.65,252.62,6068.00,nan,nan,nan,False
3474,105.181,298.29,254.29,6065.00,nan,nan,nan,False
3475,105.208,298.21,255.09,5787.50,nan,nan,nan,False
3476,105.242,296.88,255.86,6060.50,nan,nan,nan,False
3477,105.270,297.96,254.29,6104.00,nan,nan,nan,False
3478,105.302,298.64,253.99,5741.00,nan,nan,nan,False
3479,105.331,299.40,252.83,5732.50,nan,nan,nan,False
3480,105.359,299.24,252.17,5820.00,nan,nan,nan,False
3481,105.390,299.61,252.09,5738.50,nan,nan,nan,False
3482,105.418,299.17,251.62,5757.50,nan,nan,nan,False
3483,105.450,298.68,252.51,5720.50,nan,nan,nan,False
3484,105.482,298.54,252.84,5759.50,nan,nan,nan,False
3485,105.516,298.93,252.52,5833.00,nan,nan,nan,False
3486,105.549,298.32,254.04,5692.50,nan,nan,nan,False
3487,105.580,298.10,254.04,6086.00,nan,nan,nan,False
3488,105.609,298.27,253.37,6102.50,nan,nan,nan,False
3489,105.636,297.17,253.65,6093.00,nan,nan,nan,False
3490,105.664,296.67,254.50,6103.00,nan,nan,nan,False
3491,105.695,297.27,254.36,6070.00,nan,nan,nan,False
3492,105.722,297.19,254.92,6098.00,nan,nan,nan,False
3493,105.752,297.24,254.67,6068.00,nan,nan,nan,False
3494,105.781,297.70,254.75,6076.50,nan,nan,nan,False
3495,105.808,297.82,254.28,6082.00,nan,nan,nan,False
3496,105.841,297.49,254.69,6114.50,nan,nan,nan,False
3497,105.872,297.53,254.59,6014.00,nan,nan,nan,False
3498,105.903,297.43,254.88,6045.00,nan,nan,nan,False
3499,105.934,297.56,255.15,6009.00,nan,nan,nan,False
3500,105.962,297.33,254.70,5812.50,nan,nan,nan,False
3501,105.998,297.43,255.21,6026.00,nan,nan,nan,False
3502,106.030,297.38,255.21,6020.00,nan,nan,nan,False
3503,106.063,297.46,255.38,6001.00,nan,nan,nan,False
3504,106.096,297.45,255.00,6012.00,nan,nan,nan,False
3505,106.124,297.42,255.42,5800.50,nan,nan,nan,False
3506,106.158,297.27,255.23,6004.00,nan,nan,nan,False
3507,106.189,297.16,255.41,6002.00,nan,nan,nan,False
3508,106.219,297.30,255.47,6023.50,nan,nan,nan,False
3509,106.253,297.48,255.71,6010.00,nan,nan,nan,False
3510,106.290,297.93,255.54,5824.00,nan,nan,nan,False
3511,106.324,297.59,255.60,6017.50,nan,nan,nan,False
3512,106.353,297.63,256.25,6002.50,nan,nan,nan,False
3513,106.382,297.46,256.01,5979.50,nan,nan,nan,False
3514,106.411,297.61,255.91,5970.00,nan,nan,nan,False
3515,106.440,297.78,256.58,5703.50,nan,nan,nan,False
3516,106.473,297.62,255.92,5968.50,nan,nan,nan,False
3517,106.502,297.52,256.41,5981.50,nan,nan,nan,False
3518,106.535,297.61,256.27,5991.00,nan,nan,nan,False
3519,106.568,297.95,256.01,5953.00,nan,nan,nan,False
3520,106.605,297.69,256.07,5701.50,nan,nan,nan,False
3521,106.641,297.72,256.34,5993.00,nan,nan,nan,False
3522,106.673,297.66,256.06,5984.00,nan,nan,nan,False
3523,106.705,297.83,256.46,5977.00,nan,nan,nan,False
3524,106.737,297.39,255.89,5971.00,nan,nan,nan,False
3525,106.770,297.84,256.02,5722.00,nan,nan,nan,False
3526,106.801,297.71,256.26,5650.00,nan,nan,nan,False
3527,106.834,297.43,256.31,5950.50,nan,nan,nan,False
3528,106.866,297.91,256.29,5948.50,nan,nan,nan,False
3529,106.896,297.50,256.26,5947.50,nan,nan,nan,False
3530,106.923,297.81,256.32,5719.00,nan,nan,nan,False
3531,106.956,297.88,256.46,5956.00,nan,nan,nan,False
3532,106.984,298.02,256.49,5962.50,nan,nan,nan,False
3533,107.014,298.07,256.69,5996.50,nan,nan,nan,False
3534,107.042,297.92,256.63,6017.00,nan,nan,nan,False
3535,107.074,298.30,256.72,5737.50,nan,nan,nan,False
3536,107.107,298.07,256.82,5961.00,nan,nan,nan,False
3537,107.135,298.20,256.64,5692.00,nan,nan,nan,False
3538,107.166,298.13,256.99,5968.50,nan,nan,nan,False
3539,107.197,297.95,256.93,5965.50,nan,nan,nan,False
3540,107.227,298.17,256.85,5744.50,nan,nan,nan,False
3541,107.260,298.33,256.93,5956.50,nan,nan,nan,False
3542,107.289,298.04,256.95,5987.50,nan,nan,nan,False
3543,107.319,298.06,256.89,5982.50,nan,nan,nan,False
3544,107.348,298.07,256.56,5722.50,nan,nan,nan,False
3545,107.382,297.93,256.65,5701.50,nan,nan,nan,False
3546,107.420,297.97,256.95,5967.50,nan,nan,nan,False
3547,107.453,298.11,256.92,5689.50,nan,nan,nan,False
3548,107.481,298.10,256.69,5646.00,nan,nan,nan,False
3549,107.509,297.86,256.94,5978.50,nan,nan,nan,False
3550,107.543,297.82,256.60,5733.50,nan,nan,nan,False
3551,107.578,297.83,256.89,5992.50,nan,nan,nan,False
3552,107.607,297.94,257.44,5664.00,nan,nan,nan,False
3553,107.635,298.01,257.27,5963.00,nan,nan,nan,False
3554,107.667,298.06,257.32,5975.50,nan,nan,nan,False
3555,107.695,298.35,257.11,5619.50,nan,nan,nan,False
3556,107.730,297.93,256.86,5953.50,nan,nan,nan,False
3557,107.762,298.07,257.32,5990.50,nan,nan,nan,False
3558,107.794,297.83,257.66,5967.50,nan,nan,nan,False
3559,107.826,297.77,257.39,5966.00,nan,nan,nan,False
3560,107.855,298.01,257.03,5677.50,nan,nan,nan,False
3561,107.890,297.76,257.59,5950.00,nan,nan,nan,False
3562,107.919,298.14,257.16,5943.50,nan,nan,nan,False
3563,107.951,297.89,257.66,5940.50,nan,nan,nan,False
3564,107.984,297.87,257.50,5932.00,nan,nan,nan,False
3565,108.014,297.81,257.34,5748.00,nan,nan,nan,False
3566,108.049,297.82,257.17,5639.00,nan,nan,nan,False
3567,108.078,297.91,257.50,5975.50,nan,nan,nan,False
3568,108.106,298.02,257.19,5629.50,nan,nan,nan,False
3569,108.137,297.94,257.36,5973.00,nan,nan,nan,False
3570,108.165,298.16,257.17,5676.50,nan,nan,nan,False
3571,108.200,297.95,256.83,5691.50,nan,nan,nan,False
3572,108.228,297.97,257.40,5697.00,nan,nan,nan,False
3573,108.257,297.81,257.38,5687.00,nan,nan,nan,False
3574,108.286,297.90,257.41,5907.50,nan,nan,nan,False
3575,108.315,298.20,257.03,5593.00,nan,nan,nan,False
3576,108.346,297.99,257.32,5938.50,nan,nan,nan,False
3577,108.374,297.99,257.27,5908.50,nan,nan,nan,False
3578,108.403,298.13,257.11,5620.50,nan,nan,nan,False
3579,108.431,298.06,257.21,5876.00,nan,nan,nan,False
3580,108.459,298.12,257.41,5647.50,nan,nan,nan,False
3581,108.492,298.10,257.50,5919.00,nan,nan,nan,False
3582,108.524,298.02,257.96,5930.50,nan,nan,nan,False
3583,108.556,298.07,257.51,5613.00,nan,nan,nan,False
3584,108.585,298.29,257.81,5892.00,nan,nan,nan,False
3585,108.618,298.20,257.30,5602.00,nan,nan,nan,False
3586,108.654,297.83,257.61,5896.50,nan,nan,nan,False
3587,108.683,298.02,257.80,5931.00,nan,nan,nan,False
3588,108.711,297.89,257.48,5876.50,nan,nan,nan,False
3589,108.738,297.66,257.70,5863.00,nan,nan,nan,False
3590,108.766,297.80,257.39,5578.50,nan,nan,nan,False
3591,108.799,297.95,257.45,5848.50,nan,nan,nan,False
3592,108.831,297.93,257.35,5884.00,nan,nan,nan,False
3593,108.859,297.83,257.50,5863.00,nan,nan,nan,False
3594,108.894,297.80,257.54,5855.00,nan,nan,nan,False
3595,108.928,297.98,257.16,5582.00,nan,nan,nan,False
3596,108.961,297.92,257.44,5853.00,nan,nan,nan,False
3597,108.990,297.89,257.16,5555.50,nan,nan,nan,False
3598,109.018,298.03,257.55,5802.50,nan,nan,nan,False
3599,109.045,298.31,257.52,5527.00,nan,nan,nan,False
3600,109.078,298.12,257.40,5566.50,nan,nan,nan,False
3601,109.117,298.17,257.58,5817.50,nan,nan,nan,False
3602,109.150,298.12,257.52,5813.50,nan,nan,nan,False
3603,109.178,298.06,257.50,5548.50,nan,nan,nan,False
3604,109.207,298.26,257.44,5548.50,nan,nan,nan,False
3605,109.240,298.32,257.41,5535.00,nan,nan,nan,False
3606,109.273,298.19,257.61,5819.50,nan,nan,nan,False
3607,109.301,298.31,257.66,5786.50,nan,nan,nan,False
3608,109.329,298.60,257.69,5809.00,nan,nan,nan,False
3609,109.357,298.34,257.60,5781.00,nan,nan,nan,False
3610,109.386,298.08,257.33,5587.50,nan,nan,nan,False
3611,109.419,298.49,257.55,5782.00,nan,nan,nan,False
3612,109.450,298.51,257.59,5767.50,nan,nan,nan,False
3613,109.483,298.25,257.44,5777.50,nan,nan,nan,False
3614,109.516,298.31,257.52,5779.00,nan,nan,nan,False
3615,109.544,298.40,257.17,5526.00,nan,nan,nan,False
3616,109.576,298.52,257.21,5752.00,nan,nan,nan,False
3617,109.611,298.64,257.21,5713.00,nan,nan,nan,False
3618,109.647,298.57,257.26,5737.00,nan,nan,nan,False
3619,109.683,298.30,257.05,5755.00,nan,nan,nan,False
3620,109.717,298.49,257.04,5469.50,nan,nan,nan,False
3621,109.754,298.41,257.18,5758.00,nan,nan,nan,False
3622,109.788,298.13,257.17,5750.50,nan,nan,nan,False
3623,109.821,298.45,257.18,5739.50,nan,nan,nan,False
3624,109.854,298.22,257.11,5717.00,nan,nan,nan,False
3625,109.887,298.24,257.00,5507.00,nan,nan,nan,False
3626,109.923,298.32,257.22,5731.50,nan,nan,nan,False
3627,109.952,298.02,256.99,5734.50,nan,nan,nan,False
3628,109.986,298.23,257.08,5732.00,nan,nan,nan,False
3629,110.021,298.17,257.12,5742.00,nan,nan,nan,False
3630,110.056,298.26,257.13,5489.50,nan,nan,nan,False
3631,110.091,298.37,257.06,5458.00,nan,nan,nan,False
3632,110.122,298.45,257.25,5724.00,nan,nan,nan,False
3633,110.157,298.17,257.42,5702.50,nan,nan,nan,False
3634,110.191,297.89,257.23,5701.50,nan,nan,nan,False
3635,110.224,297.87,257.00,5465.00,nan,nan,nan,False
3636,110.261,297.93,257.28,5700.50,nan,nan,nan,False
3637,110.291,297.84,257.56,5698.50,nan,nan,nan,False
3638,110.320,297.77,257.24,5643.00,nan,nan,nan,False
3639,110.353,298.11,257.14,5479.00,nan,nan,nan,False
3640,110.383,297.82,257.12,5701.50,nan,nan,nan,False
3641,110.421,297.56,257.22,5702.50,nan,nan,nan,False
3642,110.450,297.77,257.15,5638.00,nan,nan,nan,False
3643,110.480,297.28,256.93,5692.00,nan,nan,nan,False
3644,110.513,297.41,257.21,5487.00,nan,nan,nan,False
3645,110.546,297.53,257.24,5663.50,nan,nan,nan,False
3646,110.583,297.43,257.17,5689.50,nan,nan,nan,False
3647,110.616,297.29,257.55,5704.00,nan,nan,nan,False
3648,110.649,297.37,257.11,5673.00,nan,nan,nan,False
3649,110.678,297.60,256.96,5450.50,nan,nan,nan,False
3650,110.709,297.38,257.55,5658.00,nan,nan,nan,False
3651,110.743,297.88,257.29,5635.50,nan,nan,nan,False
3652,110.773,297.66,257.24,5685.50,nan,nan,nan,False
3653,110.804,297.19,257.35,5661.00,nan,nan,nan,False
3654,110.834,297.04,257.19,5418.00,nan,nan,nan,False
3655,110.862,297.20,257.75,5633.50,nan,nan,nan,False
3656,110.899,297.15,257.86,5677.00,nan,nan,nan,False
3657,110.927,297.26,257.55,5677.00,nan,nan,nan,False
3658,110.959,297.26,257.58,5676.50,nan,nan,nan,False
3659,110.990,297.25,257.62,5443.50,nan,nan,nan,False
3660,111.017,297.10,257.58,5680.00,nan,nan,nan,False
3661,111.048,297.31,257.63,5678.00,nan,nan,nan,False
3662,111.081,297.41,257.57,5671.50,nan,nan,nan,False
3663,111.111,297.02,257.67,5659.50,nan,nan,nan,False
3664,111.142,297.37,257.27,5453.50,nan,nan,nan,False
3665,111.174,297.27,257.16,5711.50,nan,nan,nan,False
3666,111.214,297.40,257.05,5375.50,nan,nan,nan,False
3667,111.246,297.29,257.54,5667.50,nan,nan,nan,False
3668,111.279,297.39,257.25,5656.00,nan,nan,nan,False
3669,111.307,297.55,256.98,5447.00,nan,nan,nan,False
3670,111.339,297.32,257.25,5643.00,nan,nan,nan,False
3671,111.373,297.78,257.00,5414.00,nan,nan,nan,False
3672,111.401,297.46,257.19,5672.50,nan,nan,nan,False
3673,111.432,297.44,257.08,5647.50,nan,nan,nan,False
3674,111.459,298.01,257.04,5411.00,nan,nan,nan,False
3675,111.491,297.98,257.35,5651.00,nan,nan,nan,False
3676,111.529,298.04,257.33,5686.00,nan,nan,nan,False
3677,111.565,297.85,257.38,5642.50,nan,nan,nan,False
3678,111.596,297.96,257.41,5680.00,nan,nan,nan,False
3679,111.628,298.07,257.01,5438.50,nan,nan,nan,False
3680,111.659,297.96,257.81,5666.00,nan,nan,nan,False
3681,111.692,298.03,257.52,5679.00,nan,nan,nan,False
3682,111.724,298.05,257.75,5654.00,nan,nan,nan,False
3683,111.754,298.01,257.40,5665.50,nan,nan,nan,False
3684,111.788,298.02,257.32,5414.50,nan,nan,nan,False
3685,111.820,297.78,257.25,5644.00,nan,nan,nan,False
3686,111.856,297.78,257.43,5620.00,nan,nan,nan,False
3687,111.885,298.07,257.15,5382.00,nan,nan,nan,False
3688,111.915,297.97,257.39,5655.00,nan,nan,nan,False
3689,111.945,297.88,257.21,5409.00,nan,nan,nan,False
3690,111.979,297.75,257.33,5643.50,nan,nan,nan,False
3691,112.013,297.91,257.13,5672.00,nan,nan,nan,False
3692,112.046,297.98,257.34,5662.00,nan,nan,nan,False
3693,112.077,297.74,257.07,5665.50,nan,nan,nan,False
3694,112.106,298.04,257.00,5401.50,nan,nan,nan,False
3695,112.134,297.89,257.39,5657.00,nan,nan,nan,False
3696,112.166,297.94,257.36,5650.50,nan,nan,nan,False
3697,112.195,297.98,257.62,5671.00,nan,nan,nan,False
3698,112.224,298.15,257.50,5662.50,nan,nan,nan,False
3699,112.256,298.09,257.69,5455.00,nan,nan,nan,False
3700,112.285,298.01,257.49,5660.00,nan,nan,nan,False
3701,112.319,297.74,257.82,5670.00,nan,nan,nan,False
3702,112.348,298.05,257.93,5401.50,nan,nan,nan,False
3703,112.376,297.97,257.66,5694.00,nan,nan,nan,False
3704,112.404,298.15,257.47,5630.00,nan,nan,nan,False
3705,112.433,298.04,257.65,5402.00,nan,nan,nan,False
3706,112.470,297.89,257.87,5663.00,nan,nan,nan,False
3707,112.497,298.06,257.90,5657.00,nan,nan,nan,False
3708,112.526,298.16,257.67,5627.00,nan,nan,nan,False
3709,112.559,297.96,258.03,5585.50,nan,nan,nan,False
3710,112.589,298.14,257.62,5468.00,nan,nan,nan,False
3711,112.621,297.97,257.84,5693.00,nan,nan,nan,False
3712,112.651,298.01,257.54,5650.50,nan,nan,nan,False
3713,112.690,298.05,257.64,5627.00,nan,nan,nan,False
3714,112.723,297.83,257.64,5621.50,nan,nan,nan,False
3715,112.754,298.03,257.43,5381.50,nan,nan,nan,False
3716,112.786,298.04,257.76,5395.00,nan,nan,nan,False
3717,112.814,297.93,257.26,5349.50,nan,nan,nan,False
3718,112.841,298.11,257.58,5352.00,nan,nan,nan,False
3719,112.870,297.86,257.57,5623.00,nan,nan,nan,False
3720,112.898,298.01,257.62,5443.50,nan,nan,nan,False
3721,112.929,298.11,257.67,5633.50,nan,nan,nan,False
3722,112.957,298.10,257.56,5608.50,nan,nan,nan,False
3723,112.986,298.11,257.56,5627.00,nan,nan,nan,False
3724,113.017,298.20,257.73,5605.00,nan,nan,nan,False
3725,113.052,298.17,257.84,5407.50,nan,nan,nan,False
3726,113.092,298.25,257.76,5391.50,nan,nan,nan,False
3727,113.125,298.26,257.80,5351.50,nan,nan,nan,False
3728,113.164,298.19,258.37,5612.50,nan,nan,nan,False
3729,113.200,298.24,257.61,5607.00,nan,nan,nan,False
3730,113.232,298.21,258.00,5356.50,nan,nan,nan,False
3731,113.268,298.26,257.93,5561.50,nan,nan,nan,False
3732,113.307,297.86,257.74,5613.50,nan,nan,nan,False
3733,113.345,298.23,258.01,5600.50,nan,nan,nan,False
3734,113.380,297.68,257.48,5599.00,nan,nan,nan,False
3735,113.414,298.06,257.68,5366.50,nan,nan,nan,False
3736,113.455,298.26,257.37,5575.50,nan,nan,nan,False
3737,113.489,297.80,257.55,5580.00,nan,nan,nan,False
3738,113.521,297.99,257.41,5351.50,nan,nan,nan,False
3739,113.554,297.93,257.56,5568.50,nan,nan,nan,False
3740,113.587,298.04,257.36,5368.00,nan,nan,nan,False
3741,113.624,297.74,257.55,5539.50,nan,nan,nan,False
3742,113.656,297.67,257.64,5545.50,nan,nan,nan,False
3743,113.689,298.40,257.52,5301.00,nan,nan,nan,False
3744,113.727,298.48,257.33,5550.00,nan,nan,nan,False
3745,113.760,298.16,257.35,5309.00,nan,nan,nan,False
3746,113.797,298.26,257.62,5570.50,nan,nan,nan,False
3747,113.832,298.24,257.48,5544.00,nan,nan,nan,False
3748,113.867,298.52,257.37,5289.50,nan,nan,nan,False
3749,113.905,298.19,257.07,5540.50,nan,nan,nan,False
3750,113.942,298.48,257.62,5339.50,nan,nan,nan,False
3751,113.980,298.35,257.75,5569.50,nan,nan,nan,False
3752,114.013,298.54,257.72,5565.50,nan,nan,nan,False
3753,114.047,298.58,257.59,5525.00,nan,nan,nan,False
3754,114.081,298.35,257.82,5585.00,nan,nan,nan,False
3755,114.115,298.41,257.50,5294.00,nan,nan,nan,False
3756,114.155,298.23,257.76,5489.00,nan,nan,nan,False
3757,114.187,298.25,257.96,5556.00,nan,nan,nan,False
3758,114.220,298.32,257.88,5545.00,nan,nan,nan,False
3759,114.253,298.30,257.45,5530.50,nan,nan,nan,False
3760,114.289,298.56,257.58,5330.50,nan,nan,nan,False
3761,114.325,298.28,257.68,5515.50,nan,nan,nan,False
3762,114.359,298.25,257.48,5530.00,nan,nan,nan,False
3763,114.391,298.50,257.62,5499.50,nan,nan,nan,False
3764,114.429,298.55,257.54,5491.50,nan,nan,nan,False
3765,114.469,298.55,257.67,5313.50,nan,nan,nan,False
3766,114.507,298.43,257.36,5502.50,nan,nan,nan,False
3767,114.542,298.49,257.86,5537.00,nan,nan,nan,False
3768,114.579,298.51,257.60,5258.00,nan,nan,nan,False
3769,114.614,298.47,257.58,5518.00,nan,nan,nan,False
3770,114.648,298.63,257.59,5272.00,nan,nan,nan,False
3771,114.691,298.34,257.48,5550.50,nan,nan,nan,False
3772,114.730,298.30,257.38,5526.50,nan,nan,nan,False
3773,114.764,298.41,257.64,5501.00,nan,nan,nan,False
3774,114.800,298.53,257.40,5500.50,nan,nan,nan,False
3775,114.833,298.77,257.68,5290.50,nan,nan,nan,False
3776,114.871,298.38,257.97,5510.50,nan,nan,nan,False
3777,114.909,298.53,257.62,5502.00,nan,nan,nan,False
3778,114.943,298.47,257.90,5531.00,nan,nan,nan,False
3779,114.976,298.86,257.61,5508.50,nan,nan,nan,False
3780,115.010,298.36,257.82,5311.00,nan,nan,nan,False
3781,115.045,298.67,257.72,5503.00,nan,nan,nan,False
3782,115.079,298.82,257.79,5518.50,nan,nan,nan,False
3783,115.111,298.49,257.90,5535.00,nan,nan,nan,False
3784,115.144,298.76,257.87,5474.50,nan,nan,nan,False
3785,115.172,298.81,257.63,5247.50,nan,nan,nan,False
3786,115.208,298.65,257.40,5497.50,nan,nan,nan,False
3787,115.241,298.50,257.40,5475.00,nan,nan,nan,False
3788,115.270,298.71,257.65,5522.50,nan,nan,nan,False
3789,115.300,298.43,257.59,5521.50,nan,nan,nan,False
3790,115.328,298.75,257.21,5237.50,nan,nan,nan,False
3791,115.361,298.50,257.53,5515.50,nan,nan,nan,False
3792,115.389,298.16,257.75,5491.50,nan,nan,nan,False
3793,115.417,298.07,257.59,5448.50,nan,nan,nan,False
3794,115.449,298.31,257.05,5467.00,nan,nan,nan,False
3795,115.479,298.65,256.28,5293.50,nan,nan,nan,False
3796,115.515,299.14,255.98,5485.00,nan,nan,nan,False
3797,115.542,299.34,255.90,5458.50,nan,nan,nan,False
3798,115.572,298.28,255.69,5473.00,nan,nan,nan,False
3799,115.601,298.35,256.75,5462.00,nan,nan,nan,False
3800,115.628,297.57,257.21,5483.50,nan,nan,nan,False
3801,115.660,294.78,258.43,5440.00,nan,nan,nan,False
3802,115.695,291.13,256.47,5430.50,nan,nan,nan,False
3803,115.726,288.58,255.63,5546.50,nan,nan,nan,False
3804,115.760,288.29,252.04,5216.00,nan,nan,nan,False
3805,115.791,288.63,250.89,5266.50,nan,nan,nan,False
3806,115.828,288.33,248.49,5222.00,nan,nan,nan,False
3807,115.861,288.27,248.03,5489.50,nan,nan,nan,False
3808,115.897,287.97,248.57,5487.50,nan,nan,nan,False
3809,115.930,287.99,248.99,5523.50,nan,nan,nan,False
3810,115.961,287.82,249.72,5323.00,nan,nan,nan,False
3811,115.995,287.59,249.29,5494.00,nan,nan,nan,False
3812,116.023,287.21,249.54,5522.00,nan,nan,nan,False
3813,116.054,286.92,250.05,5175.00,nan,nan,nan,False
3814,116.082,286.81,250.66,5180.50,nan,nan,nan,False
3815,116.111,286.59,250.71,5340.00,nan,nan,nan,False
3816,116.144,286.59,250.85,5237.00,nan,nan,nan,False
3817,116.172,286.06,251.03,5270.00,nan,nan,nan,False
3818,116.203,285.64,251.24,5542.00,nan,nan,nan,False
3819,116.231,286.17,251.44,5217.50,nan,nan,nan,False
3820,116.261,285.63,251.36,5346.50,nan,nan,nan,False
3821,116.293,285.72,251.25,5523.50,nan,nan,nan,False
3822,116.321,285.74,251.45,5532.50,nan,nan,nan,False
3823,116.351,286.13,251.03,5524.00,nan,nan,nan,False
3824,116.379,285.49,251.75,5492.00,nan,nan,nan,False
3825,116.407,285.54,251.34,5275.00,nan,nan,nan,False
3826,116.442,284.86,251.75,5463.50,nan,nan,nan,False
3827,116.471,285.14,251.32,5491.00,nan,nan,nan,False
3828,116.499,284.94,251.13,5491.00,nan,nan,nan,False
3829,116.530,284.90,251.48,5454.00,nan,nan,nan,False
3830,116.558,284.54,251.76,5512.00,nan,nan,nan,False
3831,116.596,284.60,251.79,5481.50,nan,nan,nan,False
3832,116.625,284.76,251.85,5505.50,nan,nan,nan,False
3833,116.658,285.03,251.83,5488.00,nan,nan,nan,False
3834,116.690,284.61,252.25,5501.50,nan,nan,nan,False
3835,116.720,284.99,252.01,5581.00,nan,nan,nan,False
3836,116.752,285.00,252.40,5491.00,nan,nan,nan,False
3837,116.781,284.52,252.20,5546.50,nan,nan,nan,False
3838,116.812,284.94,252.39,5490.00,nan,nan,nan,False
3839,116.841,284.68,252.67,5525.00,nan,nan,nan,False
3840,116.871,285.03,252.37,5578.00,nan,nan,nan,False
3841,116.907,284.91,252.61,5556.00,nan,nan,nan,False
3842,116.939,284.84,252.58,5572.00,nan,nan,nan,False
3843,116.975,284.83,252.67,5562.00,nan,nan,nan,False
3844,117.008,284.41,252.83,5587.50,nan,nan,nan,False
3845,117.036,284.70,252.57,5318.00,nan,nan,nan,False
3846,117.068,283.89,253.32,5575.00,nan,nan,nan,False
3847,117.102,284.18,252.99,5621.50,nan,nan,nan,False
3848,117.134,284.68,252.45,5650.50,nan,nan,nan,False
3849,117.166,285.31,251.95,5636.50,nan,nan,nan,False
3850,117.197,285.55,251.89,5398.00,nan,nan,nan,False
3851,117.233,285.71,251.97,5628.50,nan,nan,nan,False
3852,117.264,285.13,252.45,5631.00,nan,nan,nan,False
3853,117.292,285.14,252.85,5673.00,nan,nan,nan,False
3854,117.323,284.90,252.69,5627.50,nan,nan,nan,False
3855,117.358,284.93,252.42,5425.50,nan,nan,nan,False
3856,117.394,284.71,252.51,5633.50,nan,nan,nan,False
3857,117.427,284.88,252.66,5684.50,nan,nan,nan,False
3858,117.459,284.71,252.81,5692.50,nan,nan,nan,False
3859,117.492,284.79,253.08,5688.00,nan,nan,nan,False
